method,display_name,episode,reward,avg_delay,avg_success_delay,p95_success_delay,total_energy,handover_success_rate,handover_failure_rate,forced_termination_rate,total_user_seconds,blocked_user_seconds,blocked_time_ratio,handover_interruption_seconds,service_interruption_seconds,total_handovers,failed_handovers,service_continuity_rate,service_availability_rate,task_completion_rate,task_success_rate,task_failure_rate,task_settlement_rate,task_resolution_rate,pending_task_rate,handover_frequency,handovers_per_user_minute,load_balance_variance,load_balance_coefficient,load_variance_sample_count,mec_load_fairness,jain_mec_load_fairness,active_load_balance_score,avg_load_balance_score,deadline_violation_rate,resolved_tasks,completed_tasks,deadline_violations,energy_per_successful_task,reward_task_success,reward_load_balance,penalty_delay,penalty_energy,penalty_task_failure,penalty_service_interruption,penalty_failed_handover,selected_offload
pdqn,PDQN,1,79.90081300406018,2.195234077982766,1.8689244702261898,4.260235922623652,7833.757844712046,0.8935185185185185,0.10648148148148148,0.14222222222222222,17920.0,272.0,0.015178571428571428,135.00000536441803,407.0000020265579,216.0,23.0,0.9772879463154822,0.9848214285714286,0.8962493911349245,0.8956676943047217,0.10368327113418789,0.9993509654389097,0.9993509654389097,0.0006490345610903781,0.010770089285714286,0.6462053571428571,0.08612963526436529,0.4875213237498413,504.0,0.4875213237498413,0.7063255629667835,0.4875213237498413,0.4875213237498413,0.10352101249391531,6159.0,5520.0,638.0,1.4191590298391388,157.71428571429226,17.79940418676297,-43.24600610899044,-30.4897274081223,-18.2571428571428,-3.4885716075077653,-0.13142857142857145,
pdqn,PDQN,2,73.74120457936078,2.2978249751436954,1.8469366992811749,4.311433402667632,7814.248085982742,0.6594827586206896,0.34051724137931033,0.1774193548387097,17920.0,260.0,0.014508928571428572,111.60000443458557,371.6000026464462,232.0,79.0,0.9792633927094617,0.9854910714285714,0.8801552644347405,0.8798706548100242,0.11980598221503638,0.9996766370250606,0.9996766370250606,0.00032336297493936947,0.008537946428571428,0.5122767857142857,0.09611943608013133,0.44458804643447764,475.0,0.44458804643447764,0.6209878843216888,0.44458804643447764,0.44458804643447764,0.11932093775262732,6183.0,5442.0,738.0,1.4359147530288023,155.48571428572,14.748462252640198,-42.108855893085384,-29.576116709155443,-21.171428571428503,-3.1851430321112275,-0.4514285714285722,
pdqn,PDQN,3,72.63447790709324,2.2698862734038694,1.879046100837422,4.294628111564572,8007.337367514749,0.8758169934640523,0.12418300653594772,0.15723270440251572,17920.0,471.0,0.026283482142857143,94.80000329017639,565.8000005483627,153.0,19.0,0.9684263392551137,0.9737165178571429,0.8858625162127107,0.8854318586938907,0.1140819964349376,0.9995138551288284,0.9995138551288284,0.0004861448711716091,0.007477678571428572,0.4486607142857143,0.11401985815161626,0.3735514390309643,494.0,0.3735514390309643,0.5839674434495197,0.3735514390309643,0.3735514390309643,0.11391994814454708,6168.0,5464.0,703.0,1.4654716997647783,156.11428571429167,14.423995853203262,-42.564058604346656,-30.2614597852931,-20.11428571428565,-4.849714518524706,-0.11428571428571428,
pdqn,PDQN,4,74.22898446233012,2.331688972149829,1.9162295798340647,4.3709896672092,8181.454317550813,0.9130434782608695,0.08695652173913043,0.15577889447236182,17920.0,271.0,0.015122767857142857,119.40000474452972,390.40000307559967,184.0,16.0,0.9782142855426563,0.9848772321428572,0.8713923247700602,0.8713923247700602,0.12860767522993974,1.0,1.0,0.0,0.009375,0.5625,0.0767295521300885,0.5303176487718604,500.0,0.5303176487718604,0.7359358390224988,0.5303176487718604,0.5303176487718604,0.12749762131303521,6306.0,5495.0,804.0,1.488890685632541,157.00000000000628,18.398395975562533,-44.08089831297794,-30.479369786538538,-23.171428571428496,-3.346285899169743,-0.09142857142857143,
pdqn,PDQN,5,85.47316904668696,2.013125041654842,1.802457723011024,4.120667082337491,7158.037292898854,0.7472222222222222,0.25277777777777777,0.10927152317880795,17920.0,572.0,0.031919642857142855,181.20000684261322,753.2000045776367,360.0,91.0,0.9579687497445515,0.9680803571428571,0.9210231814548361,0.9204345742131331,0.07892634606167119,0.9993609202748043,0.9993609202748043,0.0006390797251957181,0.015011160714285715,0.9006696428571429,0.09883174160000631,0.433355799866783,488.0,0.433355799866783,0.6383125359801558,0.433355799866783,0.433355799866783,0.07796772647387762,6255.0,5761.0,488.0,1.2424990961463034,164.6000000000091,15.574825877915826,-43.288919774459714,-30.32245209151659,-14.11428571428567,-6.456000089645386,-0.5200000000000007,
mappo_no_han,MAPPO,1,54.94040936627425,3.0466313469536557,2.0393983091610406,4.2906969019661485,9376.735020045511,1.0,0.0,0.49295774647887325,17920.0,243.0,0.013560267857142858,42.60000157356262,285.6000009775162,36.0,0.0,0.9840624999454511,0.9864397321428572,0.7990578297595842,0.7981502515008925,0.20071393801719942,0.9988641895180919,0.9988641895180919,0.0011358104819081617,0.0020089285714285712,0.12053571428571427,0.03182757187729573,0.7741344350001846,512.0,0.7741344350001846,0.904993309184226,0.7741344350001846,0.7741344350001846,0.1989290929742009,6156.0,4919.0,1226.0,1.9062278959230556,140.54285714285734,23.167828715116315,-42.4028637797002,-28.57655838597817,-35.34285714285744,-2.448000152595341,0.0,
mappo_no_han,MAPPO,2,51.30649106297642,3.131152132403382,1.991654849684233,4.131786679409377,9154.635430882743,1.0,0.0,0.5512820512820513,17920.0,326.0,0.018191964285714287,46.80000185966492,372.80000054836273,35.0,0.0,0.979196428540828,0.9818080357142858,0.7931983805668016,0.7919159256265158,0.2064672594987874,0.9983831851253031,0.9983831851253031,0.0016168148746968471,0.001953125,0.1171875,0.05949511713308535,0.6155343729865568,511.0,0.6155343729865568,0.8049987223624234,0.6155343729865568,0.6155343729865568,0.20452708164915118,6175.0,4898.0,1265.0,1.869055825006685,139.94285714285712,20.567717356360117,-41.46263170411344,-28.06031025563416,-36.48571428571472,-3.1954287653788924,0.0,
mappo_no_han,MAPPO,3,43.0879061066953,3.128404201479798,2.0675246856845075,4.41891581910586,9521.549279385335,1.0,0.0,0.5492957746478874,17920.0,473.0,0.026395089285714286,41.40000116825104,514.3999991416931,32.0,0.0,0.9712946429050394,0.9736049107142857,0.7777417261518494,0.7768595041322314,0.22200615783503483,0.9988656619672662,0.9988656619672662,0.0011343380327337547,0.0017857142857142857,0.10714285714285714,0.10627124481403316,0.40342507928471893,512.0,0.40342507928471893,0.7343457570829713,0.40342507928471893,0.40342507928471893,0.22087181980230108,6164.0,4794.0,1363.0,1.9861387733386182,136.97142857142745,18.799251381324083,-41.27896432532175,-27.851811223816064,-39.1428571428579,-4.409143088385463,0.0,
mappo_no_han,MAPPO,4,46.95213109685574,3.0809487135080706,2.0766754948955994,4.413946667088453,9830.542867058894,1.0,0.0,0.5774647887323944,17920.0,268.0,0.014955357142857144,42.60000169277191,310.6000009775162,30.0,0.0,0.9826674106597368,0.9850446428571429,0.7717097952055881,0.7708531557247066,0.22803679035838884,0.9988899460830954,0.9988899460830954,0.0011100539169045353,0.0016741071428571428,0.10044642857142856,0.03395287620829265,0.760855557008786,512.0,0.760855557008786,0.8916553587318685,0.760855557008786,0.760855557008786,0.22676815731049793,6299.0,4861.0,1430.0,2.022329328751058,138.88571428571387,22.826377183535904,-42.73410926610702,-28.277853811787846,-41.08571428571528,-2.662285885773599,0.0,
mappo_no_han,MAPPO,5,66.0500702658901,2.663817574625666,2.0138701152749503,4.062509410339018,8699.642832017787,1.0,0.0,0.4666666666666667,17920.0,578.0,0.03225446428571429,45.000001549720764,622.9999996423721,40.0,0.0,0.9652343750199569,0.9677455357142857,0.847175548087694,0.845822016296533,0.15258028439047772,0.9984023006870107,0.9984023006870107,0.0015976993129892955,0.002232142857142857,0.13392857142857142,0.05684105932546746,0.6295081274297393,512.0,0.6295081274297393,0.8537736248731339,0.6295081274297393,0.6295081274297393,0.15114235500878734,6249.0,5294.0,946.0,1.6433023861008287,151.25714285714702,21.856604796752205,-44.428998252706776,-30.00896680824255,-27.285714285714196,-5.340000077150762,0.0,
attn_mappo,Attn+MAPPO,1,52.55329891201109,3.081319647435986,2.0720055254326413,4.489894125386597,9231.414852299467,1.0,0.0,0.5,17920.0,230.0,0.012834821428571428,39.60000157356262,269.6000009775162,33.0,0.0,0.9849553570883083,0.9871651785714286,0.7879772542648253,0.7869544053220834,0.21174752555573584,0.9987019308778192,0.9987019308778192,0.0012980691221807562,0.001841517857142857,0.11049107142857142,0.03010351780872447,0.7850543395939684,512.0,0.7850543395939684,0.9150691738404086,0.7850543395939684,0.7850543395939684,0.21061171507382767,6155.0,4850.0,1298.0,1.9033845056287562,138.57142857142804,23.42577085031459,-42.109801746450486,-27.737529650395466,-37.28571428571482,-2.310857287608087,0.0,
attn_mappo,Attn+MAPPO,2,49.326101096739876,3.1837594204260107,2.0395532990565624,4.293794654306298,9019.038466980644,1.0,0.0,0.5512820512820513,17920.0,309.0,0.017243303571428573,46.80000185966492,355.800000667572,35.0,0.0,0.9801450892484613,0.9827566964285714,0.7855523161645611,0.7841552142279709,0.21406628940986258,0.9982215036378335,0.9982215036378335,0.0017784963621665319,0.001953125,0.1171875,0.059243704589678675,0.6168477889094853,511.0,0.6168477889094853,0.812188758501756,0.6168477889094853,0.6168477889094853,0.21212611156022634,6174.0,4850.0,1312.0,1.8595955602021947,138.57142857142804,20.751422779720052,-41.687188963592746,-27.431276766260243,-37.828571428572026,-3.049714468419552,0.0,
attn_mappo,Attn+MAPPO,3,44.15143645176431,3.107640875551116,2.0822395295714706,4.494010046621906,9357.968878953036,1.0,0.0,0.547945205479452,17920.0,466.0,0.026004464285714287,42.60000145435333,508.599999666214,33.0,0.0,0.971618303590055,0.9739955357142858,0.7796885139519792,0.7788040836169179,0.2200615783503484,0.9988656619672662,0.9988656619672662,0.0011343380327337547,0.001841517857142857,0.11049107142857142,0.10453061369318888,0.41031544438839473,512.0,0.41031544438839473,0.744134781036092,0.41031544438839473,0.41031544438839473,0.21860314373683357,6164.0,4806.0,1349.0,1.9471429211304694,137.31428571428472,19.049850394523997,-41.49653727565943,-27.556735292921488,-38.800000000000715,-4.359428798779845,0.0,
attn_mappo,Attn+MAPPO,4,45.02848675806308,3.1225460102376736,2.101756360316116,4.532932019234376,9669.804437389097,1.0,0.0,0.6285714285714286,17920.0,265.0,0.014787946428571428,42.000001668930054,307.0000010728836,26.0,0.0,0.9828683035115579,0.9852120535714286,0.7633333333333333,0.7626070409134158,0.23644148430066603,0.9990485252140818,0.9990485252140818,0.0009514747859181732,0.0014508928571428572,0.08705357142857142,0.03238706138411859,0.7706193674357911,512.0,0.7706193674357911,0.8954861322818927,0.7706193674357911,0.7706193674357911,0.23501427212178877,6300.0,4809.0,1482.0,2.010772392886067,137.39999999999904,22.924444986416514,-42.47699153538446,-27.587540310813807,-42.600000000001174,-2.6314287399873137,0.0,
attn_mappo,Attn+MAPPO,5,63.95745917665772,2.7202629249251777,2.0648922842320356,4.342133907034588,8600.619264153813,1.0,0.0,0.4157303370786517,17920.0,575.0,0.03208705357142857,53.400001764297485,628.4000012874603,52.0,0.0,0.9649330356424408,0.9679129464285714,0.8410363025747641,0.8402300687010704,0.15881131171113597,0.9990413804122065,0.9990413804122065,0.0009586195877935772,0.0029017857142857144,0.17410714285714285,0.05968456352818564,0.6145460861968117,512.0,0.6145460861968117,0.8655887897881291,0.6145460861968117,0.6145460861968117,0.15721361239814666,6253.0,5259.0,984.0,1.6354096337999264,150.25714285714665,22.15907301857611,-44.894384525583284,-29.778088000998846,-28.399999999999906,-5.386285802349448,0.0,
joint_greedy,Joint Greedy,1,22.797849991562543,3.4708700784866315,2.305281345866191,5.134510796107721,10048.025738848339,1.0,0.0,0.10810810810810811,17920.0,225.0,0.012555803571428572,111.00000441074371,336.0000002384186,165.0,0.0,0.9812499999866954,0.9874441964285714,0.6848602988953866,0.6840824273892585,0.31478176212883335,0.9988641895180919,0.9988641895180919,0.0011358104819081617,0.009207589285714286,0.5524553571428572,0.01968157649766749,0.8540384051942256,512.0,0.8540384051942256,0.9400818576572841,0.8540384051942256,0.8540384051942256,0.3139704689274704,6156.0,4216.0,1935.0,2.383307812819815,120.45714285713939,24.06609555602664,-42.542925784178905,-20.873893214573886,-55.42857142857415,-2.880000138655305,0.0,
joint_greedy,Joint Greedy,2,28.831166870613743,3.3779362595289615,2.301386852455917,5.077193733420608,9552.417764566973,1.0,0.0,0.12807881773399016,17920.0,312.0,0.017410714285714286,121.80000483989716,433.7999987602234,177.0,0.0,0.9757924107834697,0.9825892857142857,0.7151878238341969,0.7141471301535974,0.28439773645917543,0.9985448666127729,0.9985448666127729,0.0014551333872271624,0.009877232142857142,0.5926339285714286,0.04262391890783267,0.7086778205491953,512.0,0.7086778205491953,0.85482730737567,0.7086778205491953,0.7086778205491953,0.283589329021827,6176.0,4417.0,1754.0,2.1626483505924776,126.1999999999958,21.883579068817287,-43.74885833762836,-21.52812616647671,-50.257142857144956,-3.718285894021392,0.0,
joint_greedy,Joint Greedy,3,20.637263645925486,3.4738030013976546,2.29805098600313,5.040878060496317,9884.256728037268,1.0,0.0,0.11827956989247312,17920.0,454.0,0.02533482142857143,110.40000438690186,564.399998664856,164.0,0.0,0.9685044643602201,0.9746651785714285,0.6981835874148556,0.6976178901312591,0.3015718684167882,0.9991897585480474,0.9991897585480474,0.0008102414519526819,0.009151785714285715,0.5491071428571429,0.09335364588862582,0.45622452531692587,512.0,0.45622452531692587,0.7600417218709923,0.45622452531692587,0.45622452531692587,0.300599578674445,6166.0,4305.0,1855.0,2.295994594201456,122.9999999999962,19.457068079897475,-42.56061541757122,-21.250047289118527,-53.17142857143102,-4.837714483961463,0.0,
joint_greedy,Joint Greedy,4,18.356928915483877,3.600479001369419,2.3331806462800757,5.179154715466869,10500.450395016798,1.0,0.0,0.1368421052631579,17920.0,267.0,0.014899553571428572,114.000004529953,381.0000009536743,164.0,0.0,0.9787388392324958,0.9851004464285714,0.6734920634920635,0.6728512527751348,0.32619727243894703,0.9990485252140818,0.9990485252140818,0.0009514747859181732,0.009151785714285715,0.5491071428571429,0.02355241099639121,0.8278033016736823,512.0,0.8278033016736823,0.9187801846107642,0.8278033016736823,0.8278033016736823,0.32556295591500156,6300.0,4243.0,2053.0,2.474770302855715,121.22857142856786,23.5207727260357,-43.19168251133719,-21.163591607855324,-58.7714285714317,-3.265714455395937,0.0,
joint_greedy,Joint Greedy,5,33.83569790166803,3.1843642881265843,2.353052403476832,5.00036774355293,8939.349098468487,0.9971751412429378,0.002824858757062147,0.0636604774535809,17920.0,576.0,0.03214285714285714,226.20000886917114,802.2000005245209,354.0,1.0,0.9552343749707298,0.9678571428571429,0.7381981116978716,0.737018693081962,0.26138360760504875,0.9984023006870107,0.9984023006870107,0.0015976993129892955,0.019698660714285714,1.1819196428571428,0.04213771000596129,0.7115215970913071,512.0,0.7115215970913071,0.900536671742526,0.7115215970913071,0.7115215970913071,0.26042498801725517,6249.0,4613.0,1630.0,1.937860199104376,131.79999999999697,23.053738796608638,-46.01569469529037,-21.377775562349942,-46.74285714285882,-6.876000091433525,-0.005714285714285714,
random,Random,1,11.589526782074245,3.4932819409578846,2.1735440876538923,4.9541937147227895,9293.415961881004,0.9885355029585798,0.011464497041420118,0.0014942099364960778,17920.0,203.0,0.011328125,1606.2000324726105,1809.2000449895859,2704.0,31.0,0.899040176060849,0.988671875,0.6929696379282351,0.6925198766834334,0.3068310887554762,0.9993509654389097,0.9993509654389097,0.0006490345610903781,0.14916294642857142,8.949776785714285,0.06187043229066259,0.603229893669436,512.0,0.603229893669436,0.7961945101732281,0.603229893669436,0.603229893669436,0.30666883011520363,6159.0,4268.0,1890.0,2.1774639085944245,121.94285714285348,20.3825794604347,-39.06261744971607,-21.960148079206657,-54.02857142857398,-15.507429129444063,-0.17714285714285727,1.0
random,Random,2,9.527743994644197,3.6509391242385703,2.162976469992227,4.958941878692147,9111.29647279646,0.9860302677532014,0.013969732246798603,0.0015717092337917485,17920.0,233.0,0.013002232142857144,1527.000035405159,1760.0000517368317,2577.0,36.0,0.9017857113986143,0.9869977678571429,0.692618970540628,0.6918350848827809,0.30703314470493126,0.9988682295877122,0.9988682295877122,0.0011317704122877931,0.141796875,8.5078125,0.09913088757897606,0.43212765695758215,512.0,0.43212765695758215,0.6693394212777275,0.43212765695758215,0.43212765695758215,0.30703314470493126,6178.0,4279.0,1899.0,2.1293050882908298,122.25714285713916,17.135089184709887,-38.8055838999346,-21.51033106132112,-54.25714285714544,-15.085715137422085,-0.2057142857142859,1.0
random,Random,3,6.3862705547508085,3.540559793035843,2.210235210738087,5.0128079260003995,9348.596226410049,0.9874493927125506,0.012550607287449392,0.0028618152085036794,17920.0,442.0,0.02466517857142857,1467.6000294685364,1909.6000341176987,2470.0,31.0,0.8934374980961106,0.9753348214285714,0.6899627047186638,0.6895154756117323,0.30983633122670556,0.9993518068384378,0.9993518068384378,0.0006481931615621455,0.1361049107142857,8.166294642857142,0.11765844793325547,0.3599578707103984,512.0,0.3599578707103984,0.6556920464174727,0.3599578707103984,0.3599578707103984,0.30967428293631505,6167.0,4255.0,1911.0,2.1970848945734547,121.57142857142496,16.785716388287348,-38.97278988026391,-21.824368858118348,-54.628571428574055,-16.368000742979348,-0.17714285714285727,1.0
random,Random,4,4.622660029293911,3.6076588707038586,2.2179220608502415,4.980214442564737,9790.00645486512,0.985939497230507,0.01406050276949297,0.001725625539257981,17920.0,226.0,0.012611607142857143,1390.800023674965,1616.800045967102,2347.0,33.0,0.9097767831491572,0.9873883928571429,0.6660317460317461,0.6653980336187758,0.3336504915953061,0.9990485252140818,0.9990485252140818,0.0009514747859181732,0.12912946428571428,7.747767857142857,0.07000543910885718,0.5624734423026903,512.0,0.5624734423026903,0.7693996397843221,0.5624734423026903,0.5624734423026903,0.3334919124643197,6300.0,4196.0,2103.0,2.3331759901966445,119.88571428571089,19.696630778478767,-38.84962662191054,-21.948913871102707,-60.114285714289004,-13.858286254107952,-0.18857142857142872,1.0
random,Random,5,8.660794499381154,3.2293184119288445,2.221867025307515,5.054436203062525,8320.025612111524,0.9808535178777393,0.01914648212226067,0.0018779342723004694,17920.0,531.0,0.029631696428571427,2556.000080347061,3087.0000900030136,4335.0,83.0,0.8277343699775104,0.9703683035714286,0.7190598017268948,0.7184853810512861,0.2807157692922192,0.9992011503435053,0.9992011503435053,0.0007988496564946477,0.2372767857142857,14.236607142857142,0.06820056941459957,0.5713359687566265,512.0,0.5713359687566265,0.7935087384169524,0.5713359687566265,0.5713359687566265,0.2807157692922192,6254.0,4497.0,1757.0,1.8501279991353177,128.48571428571003,20.31382370347395,-41.14909058926813,-21.85536522963984,-50.20000000000209,-26.460001301951706,-0.4742857142857151,1.0
min_distance,Min-Distance,1,15.441134759050328,3.7794450175696697,2.244184344090766,4.921300686865099,9826.64869552615,1.0,0.0,0.05714285714285714,17920.0,201.0,0.011216517857142857,42.000001668930054,242.99999940395355,66.0,0.0,0.9864397321761187,0.9887834821428572,0.6713752232505277,0.6709394775271783,0.3284114879117313,0.9993509654389097,0.9993509654389097,0.0006490345610903781,0.003683035714285714,0.22098214285714285,0.09901672915787657,0.4325960855985979,512.0,0.4325960855985979,0.6891143854624048,0.4325960855985979,0.4325960855985979,0.3284114879117313,6159.0,4135.0,2024.0,2.3764567582892746,118.14285714285397,17.641328267837608,-38.95424710677503,-21.477374099864125,-57.82857142857444,-2.082857263274491,0.0,1.0
